order_id (unique),product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_type_2,,,,
17259,P0377,S0011,16-Dec-17,0,0,2,9,PR14,PR03,,,,
17260,P0551,S0066,16-Dec-17,1,1.71,10,1.85,PR14,PR03,,,,
17261,P0110,S0040,16-Dec-17,0,0,8,2.95,PR14,PR03,,,,
17262,P0428,S0051,16-Dec-17,0,0,12,29.95,PR14,PR03,,,,
17263,P0609,S0060,16-Dec-17,0,0,5,1.25,PR14,PR03,,,,
17264,P0390,S0112,16-Dec-17,0 sales,0,20,NA,PR14,PR03,,,,
17265,P0694,S0064,16-Dec-17,1,3.66,8,3.95,PR14,PR03,,,,
17266,P0325,S0039,16-Dec-17,0,0,31,10.75,PR14,PR03,,,,
17267,P0055,S0108,16-Dec-17,0,0,8,3.5,PR05,PR03,,,,
17268,P0481,S0113,16-Dec-17,0,0,3,5.9,PR14,PR03,,,,
17269,P0370,S0142,16-Dec-17,0,0,7,4.9,PR14,PR03,,,,
17270,P0350,S0038,16-Dec-17,0,0,2,3.65,PR14,PR03,,,,
17271,P0280,S0122,16-Dec-17,0,0,11,7.25,PR14,PR03,,,,
17272,P0438,S0045,16-Dec-17,0,0,30,0.5,PR14,PR03,,,,
17273,P0258,S0096,16-Dec-17,0,0,5,7.1,PR14,PR03,,,,
17274,P0169,S0104,16-Dec-17,0,0,17,7.5,PR14,PR03,,,,
17275,P0551,S0078,16-Dec-17,0,0,1,1.85,PR14,PR03,,,,
17276,P0572,S0116,16-Dec-17,0,0,13,1,PR14,PR03,,,,
17277,P0448,S0085,16-Dec-17,0,0,23,4.05,PR14,PR03,,,,
17278,P0198,S0038,16-Dec-17,2,1.2,130,0.65,PR14,PR03,,,,
17279,P0258,S0097,16-Dec-17,0,0,11,7.1,PR14,PR03,,,,
17280,P0438,S0023,16-Dec-17,0,0,13,0.5,PR14,PR03,,,,
17281,P0079,S0104,16-Dec-17,1,2.41,39,2.6,PR14,PR03,,,,
17282,P0001,S0125,16-Dec-17,0,0,10,6.75,PR14,PR03,,,,
17283,P0275,S0072,16-Dec-17,1 sales,2.27,70,NA,PR14,PR03,,,,
17284,P0226,S0066,16-Dec-17,0,0,12,1.7,PR14,PR03,,,,
17285,P0249,S0063,16-Dec-17,0,0,5,2.2,PR14,PR03,,,,
17286,P0518,S0048,16-Dec-17,0 sales,0,8,NA,PR14,PR03,,,,
17287,P0220,S0078,16-Dec-17,0,0,13,1.85,PR14,PR03,,,,
17288,P0070,S0018,16-Dec-17,1,7.87,9,8.5,PR14,PR03,,,,
17289,P0640,S0031,16-Dec-17,0,0,10,27.9,PR14,PR03,,,,
17290,P0389,S0139,16-Dec-17,0,0,3,9.45,PR05,PR03,,,,
17291,P0704,S0144,16-Dec-17,0,0,19,2.35,PR14,PR03,,,,
17292,P0420,S0091,16-Dec-17,0,0,44,0.75,PR14,PR03,,,,
17293,P0267,S0055,16-Dec-17,0,0,8,4,PR14,PR03,,,,
17294,P0474,S0066,16-Dec-17,0,0,4,699,PR03,PR03,,,,
17295,P0137,S0102,16-Dec-17,0,0,1,29.9,PR14,PR03,,,,
17296,P0504,S0084,16-Dec-17,0,0,3,16.9,PR14,PR03,,,,
17297,P0408,S0104,16-Dec-17,0,0,6,22.95,PR14,PR03,,,,
17298,P0438,S0058,16-Dec-17,8,3.7,30,0.5,PR14,PR03,,,,
17299,P0356,S0128,16-Dec-17,0 sales,0,29,NA,PR14,PR03,,,,
17300,P0681,S0130,16-Dec-17,0,0,5,10.9,PR14,PR03,,,,
17301,P0246,S0124,16-Dec-17,0,0,2,7,PR14,PR03,,,,
17302,P0474,S0085,16-Dec-17,0,0,15,699,PR03,PR03,,,,
17303,P0130,S0126,16-Dec-17,0,0,19,9.75,PR14,PR03,,,,
17304,P0587,S0051,17-Dec-17,0,0,15,3.99,PR14,PR03,,,,
17305,P0428,S0094,17-Dec-17,0,0,5,29.95,PR14,PR03,,,,
17306,P0682,S0039,17-Dec-17,0,0,4,4.25,PR14,PR03,,,,
17307,P0551,S0097,17-Dec-17,0,0,18,1.85,PR14,PR03,,,,
17308,P0302,S0038,17-Dec-17,0,0,2,139.9,PR14,PR03,,,,
17309,P0611,S0144,17-Dec-17,0,0,2,15,PR14,PR03,,,,
17310,P0197,S0097,17-Dec-17,2,7.41,129,4,PR14,PR03,,,,
17311,P0055,S0130,17-Dec-17,0,0,29,3.5,PR05,PR03,,,,
17312,P0125,S0032,17-Dec-17,0,0,15,2.95,PR14,PR03,,,,
17313,P0694,S0138,17-Dec-17,0,0,4,3.95,PR07,PR03,,,,
17314,P0333,S0130,17-Dec-17,0,0,43,2,PR14,PR03,,,,
17315,P0689,S0104,17-Dec-17,1,25.34,8,29.9,PR14,PR03,,,,
17316,P0140,S0078,17-Dec-17,0,0,6,5.5,PR14,PR03,,,,
17317,P0427,S0105,17-Dec-17,0,0,12,1.95,PR14,PR03,,,,
17318,P0261,S0133,17-Dec-17,2,8.33,49,4.5,PR03,PR03,,,,
17319,P0055,S0023,17-Dec-17,0,0,13,3.5,PR05,PR03,,,,
17320,P0673,S0108,17-Dec-17,1,8.43,4,9.95,PR14,PR03,,,,
17321,P0412,S0108,17-Dec-17,0,0,6,7.9,PR14,PR03,,,,
17322,P0428,S0008,17-Dec-17,0,0,6,29.95,PR14,PR03,,,,
17323,P0092,S0115,17-Dec-17,0,0,10,1.75,PR14,PR03,,,,
17324,P0712,S0108,17-Dec-17,0,0,44,21.5,PR14,PR03,,,,
17325,P0481,S0028,17-Dec-17,0 sales,0,8,NA,PR14,PR03,,,,
17326,P0497,S0078,17-Dec-17,0,0,55,5.5,PR14,PR03,,,,
17327,P0090,S0011,17-Dec-17,0,0,11,3.25,PR14,PR03,,,,
17328,P0623,S0065,17-Dec-17,0,0,17,10.75,PR14,PR03,,,,
17329,P0590,S0001,17-Dec-17,0,0,15,0.6,PR14,PR03,,,,
17330,P0223,S0015,17-Dec-17,0,0,30,10.75,PR14,PR03,,,,
17331,P0350,S0043,17-Dec-17,0,0,4,3.65,PR14,PR03,,,,
17332,P0412,S0038,17-Dec-17,0,0,8,7.9,PR14,PR03,,,,
17333,P0458,S0113,17-Dec-17,3,11.44,24,4.5,PR14,PR03,,,,
17334,P0506,S0108,17-Dec-17,0,0,6,7.1,PR05,PR03,,,,
17335,P0412,S0050,17-Dec-17,0,0,3,7.9,PR14,PR03,,,,
17336,P0187,S0055,17-Dec-17,0,0,4,21.99,PR14,PR03,,,,
17337,P0090,S0026,17-Dec-17,0,0,20,3.25,PR14,PR03,,,,
17338,P0187,S0056,17-Dec-17,1,18.64,5,21.99,PR14,PR03,,,,
17339,P0707,S0115,17-Dec-17,0,0,4,8.85,PR14,PR03,,,,
17340,P0651,S0073,17-Dec-17,0,0,2,15.5,PR14,PR03,,,,
17341,P0275,S0055,17-Dec-17,0,0,2,2.45,PR14,PR03,,,,
17342,P0470,S0110,17-Dec-17,0,0,4,23.25,PR14,PR03,,,,
17343,P0453,S0104,17-Dec-17,7,17.2,17,5.75,PR08,PR03,,,,
17344,P0125,S0055,17-Dec-17,0,0,20,2.95,PR14,PR03,,,,
17345,P0195,S0063,17-Dec-17,0,0,5,6.4,PR14,PR03,,,,
17346,P0116,S0080,17-Dec-17,0,0,39,1.15,PR14,PR03,,,,
17347,P0405,S0110,17-Dec-17,0,0,12,19.9,PR10,PR03,,,,
17348,P0116,S0012,17-Dec-17,0,0,134,1.15,PR14,PR03,,,,
17349,P0454,S0115,17-Dec-17,0,0,8,2.35,PR14,PR03,,,,
17350,P0317,S0108,17-Dec-17,0,0,12,39.9,PR03,PR03,,,,
17351,P0051,S0114,17-Dec-17,0,0,14,0.7,PR14,PR03,,,,
17352,P0453,S0059,17-Dec-17,0,0,20,5.75,PR08,PR03,,,,
17353,P0140,S0043,17-Dec-17,1,5.5,3,5.5,PR14,PR03,,,,
17354,P0514,S0098,17-Dec-17,0 sales,0,3,NA,PR14,PR03,,,,
17355,P0220,S0117,17-Dec-17,0,0,23,1.85,PR14,PR03,,,,
17356,P0582,S0121,18-Dec-17,0 sales,0,3,NA,PR14,PR03,,,,
17357,P0280,S0125,18-Dec-17,0,0,18,7.25,PR14,PR03,,,,
17358,P0701,S0040,18-Dec-17,0,0,8,11.9,PR14,PR03,,,,
17359,P0325,S0094,18-Dec-17,0,0,15,10.75,PR14,PR03,,,,
17360,P0503,S0040,18-Dec-17,0,0,2,18.95,PR14,PR03,,,,
17361,P0678,S0126,18-Dec-17,0,0,1,15.9,PR14,PR03,,,,
17362,P0090,S0089,18-Dec-17,0,0,13,3.25,PR14,PR03,,,,
17363,P0103,S0035,18-Dec-17,3,8.19,29,2.95,PR14,PR03,,,,
17364,P0587,S0060,18-Dec-17,0,0,44,3.99,PR14,PR03,,,,
17365,P0737,S0115,18-Dec-17,0,0,15,9.95,PR05,PR03,,,,
17366,P0223,S0133,18-Dec-17,0,0,1,10.75,PR14,PR03,,,,
17367,P0054,S0002,18-Dec-17,0,0,4,3.95,PR14,PR03,,,,
17368,P0275,S0103,18-Dec-17,0,0,7,2.45,PR14,PR03,,,,
17369,P0332,S0026,18-Dec-17,0,0,10,37.9,PR14,PR03,,,,
17370,P0131,S0083,18-Dec-17,1,2.31,16,2.5,PR14,PR03,,,,
17371,P0080,S0115,18-Dec-17,0,0,4,3,PR14,PR03,,,,
17372,P0134,S0102,18-Dec-17,0,0,4,8.9,PR14,PR03,,,,
17373,P0202,S0091,18-Dec-17,12 sales,6.02,204,NA,PR14,PR03,,,,
17374,P0229,S0031,18-Dec-17,0,0,5,7.95,PR05,PR03,,,,
17375,P0681,S0039,18-Dec-17,0,0,5,10.9,PR14,PR03,,,,
17376,P0453,S0133,18-Dec-17,4,9.83,2,5.75,PR08,PR03,,,,
17377,P0615,S0142,18-Dec-17,0,0,9,22.9,PR14,PR03,,,,
17378,P0103,S0025,18-Dec-17,1,2.73,27,2.95,PR14,PR03,,,,
17379,P0639,S0144,18-Dec-17,0,0,8,7.95,PR14,PR03,,,,
17380,P0698,S0023,18-Dec-17,0,0,15,6.75,PR14,PR03,,,,
17381,P0438,S0025,18-Dec-17,1,0.46,10,0.5,PR14,PR03,,,,
17382,P0712,S0051,18-Dec-17,0,0,10,21.5,PR14,PR03,,,,
17383,P0140,S0113,18-Dec-17,0,0,2,5.5,PR14,PR03,,,,
17384,P0499,S0130,18-Dec-17,0,0,16,0.75,PR14,PR03,,,,
17385,P0726,S0018,18-Dec-17,0,0,11,1,PR14,PR03,,,,
17386,P0417,S0087,18-Dec-17,0,0,7,7.9,PR14,PR03,,,,
17387,P0185,S0139,18-Dec-17,0,0,3,0.75,PR14,PR03,,,,
17388,P0092,S0105,18-Dec-17,0,0,19,1.75,PR14,PR03,,,,
17389,P0611,S0070,18-Dec-17,0,0,4,15,PR14,PR03,,,,
17390,P0673,S0038,18-Dec-17,1,8.43,12,9.95,PR14,PR03,,,,
17391,P0196,S0091,18-Dec-17,0,0,1,7.9,PR14,PR03,,,,
17392,P0506,S0122,18-Dec-17,0,0,2,7.1,PR05,PR03,,,,
17393,P0333,S0088,18-Dec-17,1,1.85,6,2,PR14,PR03,,,,
17394,P0082,S0048,18-Dec-17,0 sales,0,6,NA,PR14,PR03,,,,
17395,P0325,S0137,18-Dec-17,0,0,10,10.75,PR14,PR03,,,,
17396,P0436,S0060,18-Dec-17,1,3.24,55,3.5,PR14,PR03,,,,
17397,P0070,S0103,18-Dec-17,0,0,14,8.5,PR14,PR03,,,,
17398,P0514,S0105,18-Dec-17,0,0,2,8.9,PR14,PR03,,,,
17399,P0024,S0115,18-Dec-17,0,0,30,1.9,PR14,PR03,,,,
17400,P0297,S0009,18-Dec-17,0,0,10,14.95,PR14,PR03,,,,
17401,P0226,S0112,18-Dec-17,1 sales,1.57,4,NA,PR14,PR03,,,,
17402,P0286,S0033,18-Dec-17,3,2.78,13,1,PR14,PR03,,,,
17403,P0423,S0138,18-Dec-17,0,0,3,0.5,PR14,PR03,,,,
17404,P0206,S0009,18-Dec-17,0,0,22,1.75,PR14,PR03,,,,
17405,P0389,S0144,18-Dec-17,0,0,4,9.45,PR05,PR03,,,,
17406,P0453,S0003,18-Dec-17,0,0,33,5.75,PR08,PR03,,,,
17407,P0551,S0070,18-Dec-17,0,0,2,1.85,PR14,PR03,,,,
17408,P0180,S0048,18-Dec-17,0 sales,0,6,NA,PR14,PR03,,,,
17409,P0195,S0062,19-Dec-17,0,0,5,6.4,PR14,PR03,,,,
17410,P0132,S0117,19-Dec-17,0,0,11,9.99,PR14,PR03,,,,
17411,P0390,S0034,19-Dec-17,0,0,6,11.9,PR14,PR03,,,,
17412,P0205,S0126,19-Dec-17,0,0,3,13.9,PR14,PR03,,,,
17413,P0068,S0031,19-Dec-17,0,0,21,6.15,PR14,PR03,,,,
17414,P0195,S0043,19-Dec-17,0,0,3,6.4,PR14,PR03,,,,
17415,P0055,S0065,19-Dec-17,0,0,4,3.15,PR14,PR03,,,,
17416,P0348,S0028,19-Dec-17,0 sales,0,62,NA,PR14,PR03,,,,
17417,P0446,S0049,19-Dec-17,0,0,4,5.95,PR14,PR03,,,,
17418,P0195,S0058,19-Dec-17,0,0,4,6.4,PR14,PR03,,,,
17419,P0394,S0082,19-Dec-17,0,0,10,1,PR14,PR03,,,,
17420,P0575,S0111,19-Dec-17,0 sales,0,5,NA,PR14,PR03,,,,
17421,P0325,S0102,19-Dec-17,0,0,10,10.75,PR14,PR03,,,,
17422,P0364,S0044,19-Dec-17,0,0,20,1,PR14,PR03,,,,
17423,P0147,S0028,19-Dec-17,0 sales,0,3,NA,PR14,PR03,,,,
17424,P0514,S0058,19-Dec-17,0,0,3,8.9,PR14,PR03,,,,
17425,P0504,S0050,19-Dec-17,0,0,6,16.9,PR14,PR03,,,,
17426,P0639,S0072,19-Dec-17,0 sales,0,23,NA,PR14,PR03,,,,
17427,P0130,S0067,19-Dec-17,0,0,5,9.75,PR14,PR03,,,,
17428,P0071,S0111,19-Dec-17,0 sales,0,1,NA,PR14,PR03,,,,
17429,P0377,S0032,19-Dec-17,0,0,2,9,PR14,PR03,,,,
17430,P0412,S0001,19-Dec-17,0,0,11,7.9,PR14,PR03,,,,
17431,P0017,S0123,19-Dec-17,1,1.34,26,1.45,PR14,PR03,,,,
17432,P0099,S0023,19-Dec-17,0,0,9,11.9,PR14,PR03,,,,
17433,P0185,S0077,19-Dec-17,1,0.75,6,0.75,PR14,PR03,,,,
17434,P0350,S0012,19-Dec-17,0,0,5,3.65,PR14,PR03,,,,
17435,P0185,S0051,19-Dec-17,1,0.75,2,0.75,PR14,PR03,,,,
17436,P0046,S0125,19-Dec-17,0,0,8,32.5,PR05,PR03,,,,
17437,P0536,S0022,19-Dec-17,0,0,16,3.15,PR14,PR03,,,,
17438,P0079,S0078,19-Dec-17,1,2.41,11,2.6,PR14,PR03,,,,
17439,P0657,S0015,19-Dec-17,0,0,5,7.9,PR14,PR03,,,,
17440,P0169,S0102,19-Dec-17,0,0,32,7.5,PR14,PR03,,,,
17441,P0351,S0020,19-Dec-17,0,0,29,49.5,PR05,PR03,,,,
17442,P0574,S0133,19-Dec-17,0,0,16,1.95,PR14,PR03,,,,
17443,P0655,S0104,19-Dec-17,0,0,9,59.9,PR14,PR03,,,,
17444,P0435,S0045,19-Dec-17,0,0,12,27.25,PR10,PR03,,,,
17445,P0330,S0122,19-Dec-17,0,0,9,2,PR14,PR03,,,,
17446,P0060,S0023,19-Dec-17,0,0,4,16.9,PR10,PR03,,,,
17447,P0233,S0008,19-Dec-17,0,0,10,39.9,PR05,PR03,,,,
17448,P0427,S0082,19-Dec-17,1,1.81,17,1.95,PR14,PR03,,,,
17449,P0185,S0060,19-Dec-17,0,0,1,0.75,PR14,PR03,,,,
17450,P0698,S0095,19-Dec-17,0,0,10,6.75,PR14,PR03,,,,
17451,P0651,S0045,19-Dec-17,0,0,3,15.5,PR14,PR03,,,,
17452,P0231,S0097,19-Dec-17,0,0,2,7.9,PR14,PR03,,,,
17453,P0655,S0138,19-Dec-17,0,0,4,59.9,PR14,PR03,,,,
17454,P0148,S0063,19-Dec-17,0,0,3,6.4,PR14,PR03,,,,
17455,P0705,S0073,19-Dec-17,0,0,2,14.95,PR17,PR03,,,,
17456,P0144,S0094,19-Dec-17,0,0,11,4.95,PR07,PR03,,,,
17457,P0662,S0023,19-Dec-17,0,0,12,8,PR14,PR03,,,,
17458,P0712,S0122,19-Dec-17,0,0,34,21.5,PR14,PR03,,,,
17459,P0689,S0038,19-Dec-17,0,0,15,29.9,PR14,PR03,,,,
17460,P0574,S0001,19-Dec-17,0,0,13,1.95,PR14,PR03,,,,
17461,P0227,S0002,19-Dec-17,0,0,6,8.9,PR14,PR03,,,,
17462,P0477,S0126,19-Dec-17,0,0,14,4.9,PR14,PR03,,,,
17463,P0280,S0008,19-Dec-17,0,0,25,7.25,PR14,PR03,,,,
17464,P0104,S0025,19-Dec-17,0,0,4,17.9,PR14,PR03,,,,
17465,P0325,S0056,19-Dec-17,0,0,8,10.75,PR14,PR03,,,,
17466,P0698,S0085,19-Dec-17,0,0,10,6.75,PR14,PR03,,,,
17467,P0311,S0012,19-Dec-17,0,0,2,1,PR14,PR03,,,,
17468,P0681,S0107,19-Dec-17,0,0,7,10.9,PR14,PR03,,,,
17469,P0696,S0115,19-Dec-17,0,0,8,16.9,PR14,PR03,,,,
17470,P0398,S0008,19-Dec-17,0,0,1,29.9,PR14,PR03,,,,
17471,P0602,S0078,19-Dec-17,0,0,9,10.9,PR14,PR03,,,,
17472,P0402,S0069,19-Dec-17,1,6.57,5,7.75,PR14,PR03,,,,
17473,P0662,S0108,19-Dec-17,0,0,33,8,PR14,PR03,,,,
17474,P0144,S0106,20-Dec-17,0,0,4,4.95,PR07,PR03,,,,
17475,P0651,S0051,20-Dec-17,0,0,6,15.5,PR14,PR03,,,,
17476,P0639,S0056,20-Dec-17,0,0,11,7.95,PR14,PR03,,,,
17477,P0681,S0108,20-Dec-17,1,9.24,10,10.9,PR14,PR03,,,,
17478,P0297,S0094,20-Dec-17,0,0,12,14.95,PR14,PR03,,,,
17479,P0569,S0085,20-Dec-17,5,14.35,420,3.1,PR14,PR03,,,,
17480,P0556,S0115,20-Dec-17,0,0,20,14.5,PR14,PR03,,,,
17481,P0242,S0115,20-Dec-17,0,0,3,12.9,PR14,PR03,,,,
17482,P0614,S0062,20-Dec-17,0,0,6,18.5,PR14,PR03,,,,
17483,P0718,S0002,20-Dec-17,0,0,9,14,PR14,PR03,,,,
17484,P0116,S0032,20-Dec-17,0,0,20,1.15,PR14,PR03,,,,
17485,P0198,S0070,20-Dec-17,0,0,50,0.65,PR14,PR03,,,,
17486,P0333,S0015,20-Dec-17,3,5.56,23,2,PR14,PR03,,,,
17487,P0071,S0043,20-Dec-17,0,0,1,9.45,PR14,PR03,,,,
17488,P0364,S0137,20-Dec-17,3,2.78,25,1,PR14,PR03,,,,
17489,P0718,S0011,20-Dec-17,0,0,3,14,PR14,PR03,,,,
17490,P0372,S0122,20-Dec-17,0,0,43,3.5,PR14,PR03,,,,
17491,P0277,S0039,20-Dec-17,0,0,15,3.95,PR14,PR03,,,,
17492,P0506,S0058,20-Dec-17,1,5.11,10,7.1,PR05,PR03,,,,
17493,P0628,S0018,20-Dec-17,0,0,36,4.9,PR14,PR03,,,,
17494,P0614,S0140,20-Dec-17,0,0,6,18.5,PR14,PR03,,,,
17495,P0328,S0072,20-Dec-17,0 sales,0,12,NA,PR14,PR03,,,,
17496,P0664,S0016,20-Dec-17,0,0,17,1.25,PR14,PR03,,,,
17497,P0572,S0119,20-Dec-17,2,1.85,12,1,PR14,PR03,,,,
17498,P0042,S0050,20-Dec-17,0,0,10,5.5,PR14,PR03,,,,
17499,P0131,S0113,20-Dec-17,0,0,37,2.5,PR14,PR03,,,,
17500,P0162,S0104,20-Dec-17,0,0,17,4.9,PR14,PR03,,,,
17501,P0436,S0059,20-Dec-17,0,0,19,3.5,PR14,PR03,,,,
17502,P0336,S0070,20-Dec-17,0,0,5,21.9,PR14,PR03,,,,
17503,P0183,S0050,20-Dec-17,0,0,4,7.25,PR14,PR03,,,,
17504,P0068,S0043,20-Dec-17,0,0,25,6.15,PR14,PR03,,,,
17505,P0420,S0048,20-Dec-17,0 sales,0,218,NA,PR14,PR03,,,,
17506,P0390,S0051,20-Dec-17,1,10.08,18,11.9,PR14,PR03,,,,
17507,P0242,S0043,20-Dec-17,0,0,22,12.9,PR14,PR03,,,,
17508,P0504,S0058,20-Dec-17,0,0,2,16.9,PR14,PR03,,,,
17509,P0510,S0094,20-Dec-17,0,0,8,20.5,PR14,PR03,,,,
17510,P0079,S0088,20-Dec-17,1,2.41,24,2.6,PR14,PR03,,,,
17511,P0628,S0063,20-Dec-17,0,0,1,4.9,PR14,PR03,,,,
17512,P0427,S0083,21-Dec-17,0,0,16,1.95,PR14,PR03,,,,
17513,P0506,S0107,21-Dec-17,0,0,13,7.1,PR05,PR03,,,,
17514,P0163,S0127,21-Dec-17,1,9.24,1,10.9,PR14,PR03,,,,
17515,P0569,S0024,21-Dec-17,0,0,32,3.1,PR14,PR03,,,,
17516,P0698,S0110,21-Dec-17,0,0,25,6.75,PR14,PR03,,,,
17517,P0665,S0098,21-Dec-17,0 sales,0,6,NA,PR14,PR03,,,,
17518,P0287,S0001,21-Dec-17,0,0,4,7.95,PR05,PR03,,,,
17519,P0608,S0078,21-Dec-17,0,0,6,9.9,PR14,PR03,,,,
17520,P0341,S0097,21-Dec-17,0,0,10,34.95,PR14,PR03,,,,
17521,P0615,S0070,21-Dec-17,0,0,12,22.9,PR14,PR03,,,,
17522,P0699,S0112,21-Dec-17,0 sales,0,3,NA,PR14,PR03,,,,
17523,P0732,S0001,21-Dec-17,0,0,7,8.95,PR14,PR03,,,,
17524,P0116,S0063,21-Dec-17,1,1.06,6,1.15,PR14,PR03,,,,
17525,P0458,S0120,21-Dec-17,0,0,30,4.5,PR14,PR03,,,,
17526,P0435,S0062,21-Dec-17,0,0,17,27.25,PR10,PR03,,,,
17527,P0720,S0043,21-Dec-17,0,0,24,10,PR14,PR03,,,,
17528,P0129,S0124,21-Dec-17,0,0,7,21.95,PR14,PR03,,,,
17529,P0261,S0008,21-Dec-17,1,4.17,41,4.5,PR03,PR03,,,,
17530,P0227,S0031,21-Dec-17,0,0,5,8.9,PR14,PR03,,,,
17531,P0345,S0131,21-Dec-17,0,0,6,3.75,PR14,PR03,,,,
17532,P0652,S0078,21-Dec-17,0,0,14,4.45,PR14,PR03,,,,
17533,P0453,S0091,21-Dec-17,0,0,38,5.75,PR14,PR03,,,,
17534,P0695,S0093,21-Dec-17,0,0,7,5.25,PR14,PR03,,,,
17535,P0206,S0038,21-Dec-17,0,0,27,1.75,PR14,PR03,,,,
17536,P0140,S0074,21-Dec-17,1,5.5,0,5.5,PR14,PR03,,,,
17537,P0358,S0031,21-Dec-17,0,0,58,2,PR14,PR03,,,,
17538,P0280,S0117,21-Dec-17,0,0,4,7.25,PR14,PR03,,,,
17539,P0015,S0042,21-Dec-17,0,0,12,2.85,PR14,PR03,,,,
17540,P0017,S0060,21-Dec-17,0,0,37,1.45,PR14,PR03,,,,
17541,P0572,S0014,21-Dec-17,1,0.93,19,1,PR14,PR03,,,,
17542,P0458,S0093,21-Dec-17,0,0,17,4.5,PR14,PR03,,,,
17543,P0425,S0051,21-Dec-17,1,5,8,5.9,PR14,PR03,,,,
17544,P0116,S0097,21-Dec-17,0,0,87,1.15,PR14,PR03,,,,
17545,P0005,S0050,21-Dec-17,0,0,2,33.9,PR14,PR03,,,,
17546,P0651,S0043,21-Dec-17,0,0,2,15.5,PR14,PR03,,,,
17547,P0035,S0021,21-Dec-17,1,3.56,3,3.85,PR14,PR03,,,,
17548,P0590,S0020,21-Dec-17,56,31.11,2,0.6,PR14,PR03,,,,
17549,P0639,S0115,21-Dec-17,0,0,8,7.95,PR14,PR03,,,,
17550,P0296,S0055,21-Dec-17,0,0,3,0.75,PR14,PR03,,,,
17551,P0286,S0035,21-Dec-17,2,1.85,17,1,PR14,PR03,,,,
17552,P0390,S0052,21-Dec-17,0,0,2,11.9,PR14,PR03,,,,
17553,P0148,S0049,21-Dec-17,0,0,6,6.4,PR14,PR03,,,,
17554,P0223,S0024,21-Dec-17,0,0,6,10.75,PR14,PR03,,,,
17555,P0659,S0095,21-Dec-17,0,0,6,19.5,PR14,PR03,,,,
17556,P0197,S0126,21-Dec-17,0,0,7,4,PR14,PR03,,,,
17557,P0584,S0072,21-Dec-17,0 sales,0,5,NA,PR14,PR03,,,,
17558,P0103,S0102,21-Dec-17,2,5.46,19,2.95,PR14,PR03,,,,
17559,P0453,S0024,21-Dec-17,0,0,58,5.75,PR14,PR03,,,,
17560,P0356,S0139,21-Dec-17,0,0,17,2.5,PR14,PR03,,,,
17561,P0261,S0097,21-Dec-17,3,12.5,93,4.5,PR03,PR03,,,,
17562,P0662,S0038,21-Dec-17,0,0,7,8,PR14,PR03,,,,
17563,P0015,S0051,21-Dec-17,0,0,24,2.85,PR14,PR03,,,,
17564,P0358,S0055,21-Dec-17,0,0,111,2,PR14,PR03,,,,
17565,P0104,S0094,21-Dec-17,0,0,6,17.9,PR14,PR03,,,,
17566,P0590,S0138,21-Dec-17,0,0,143,0.6,PR14,PR03,,,,
17567,P0286,S0018,21-Dec-17,0,0,45,1,PR14,PR03,,,,
17568,P0206,S0023,22-Dec-17,0,0,16,1.75,PR14,PR03,,,,
17569,P0572,S0051,22-Dec-17,0,0,9,1,PR14,PR03,,,,
17570,P0506,S0013,22-Dec-17,0,0,5,7.1,PR05,PR03,,,,
17571,P0640,S0132,22-Dec-17,0,0,2,27.9,PR14,PR03,,,,
17572,P0162,S0094,22-Dec-17,0,0,3,4.9,PR14,PR03,,,,
17573,P0131,S0065,22-Dec-17,0,0,26,2.5,PR14,PR03,,,,
17574,P0711,S0032,22-Dec-17,0,0,1,19.9,PR05,PR03,,,,
17575,P0437,S0050,22-Dec-17,0,0,2,11.9,PR14,PR03,,,,
17576,P0640,S0096,22-Dec-17,0,0,8,27.9,PR14,PR03,,,,
17577,P0458,S0132,22-Dec-17,2,7.63,10,4.5,PR14,PR03,,,,
17578,P0584,S0131,22-Dec-17,1,11.78,10,13.9,PR14,PR03,,,,
17579,P0642,S0123,22-Dec-17,0,0,11,2.5,PR14,PR03,,,,
17580,P0417,S0133,22-Dec-17,0,0,6,7.9,PR14,PR03,,,,
17581,P0277,S0033,22-Dec-17,1,3.66,12,3.95,PR14,PR03,,,,
17582,P0740,S0085,22-Dec-17,0,0,38,12.5,PR14,PR03,,,,
17583,P0333,S0045,22-Dec-17,1,1.85,9,2,PR14,PR03,,,,
17584,P0491,S0087,22-Dec-17,0,0,2,24.5,PR14,PR03,,,,
17585,P0735,S0001,22-Dec-17,0,0,1,10.75,PR14,PR03,,,,
17586,P0664,S0011,22-Dec-17,0,0,10,1.25,PR14,PR03,,,,
17587,P0241,S0015,22-Dec-17,0,0,6,12.95,PR05,PR03,,,,
17588,P0678,S0031,22-Dec-17,0,0,5,15.9,PR14,PR03,,,,
17589,P0197,S0093,22-Dec-17,0,0,17,4,PR14,PR03,,,,
17590,P0327,S0080,22-Dec-17,0,0,14,3.25,PR14,PR03,,,,
17591,P0690,S0108,22-Dec-17,0,0,1,14.9,PR14,PR03,,,,
17592,P0079,S0102,22-Dec-17,1,2.41,7,2.6,PR14,PR03,,,,
17593,P0695,S0144,22-Dec-17,0,0,7,5.25,PR14,PR03,,,,
17594,P0405,S0138,22-Dec-17,2,30.34,28,19.9,PR10,PR03,,,,
17595,P0116,S0056,22-Dec-17,3,3.19,65,1.15,PR14,PR03,,,,
17596,P0499,S0013,22-Dec-17,1,0.69,9,0.75,PR14,PR03,,,,
